117	836
117	1165
117	1153
117	184
117	7
117	210
117	1193
117	1263
117	1043
117	1016
117	250
117	633
117	428
117	252
117	1340
117	928
117	1423
117	206
117	477
117	8
117	1141
117	438
117	1271
117	704
117	1052
117	48
117	541
117	1009
117	1395
117	966
117	1430
117	128
117	1212
117	975
117	959
117	1005
117	484
117	734
117	368
117	388
117	1055
117	635
117	1033
117	1099
117	1237
117	108
117	2
117	705
117	1473
117	198
117	685
117	1067
117	858
117	1182
117	384
117	1020
117	929
117	667
117	1086
117	96
117	1254
117	1179
117	312
117	990
117	1023
117	1401
117	913
117	1151
117	1273
117	363
117	1317
117	303
117	18
117	1360
117	518
117	657
117	283
117	218
218	836
218	1165
218	1153
218	184
218	144
218	1465
218	103
218	355
218	1072
218	210
218	72
218	1263
218	397
218	633
218	1175
218	1236
218	428
218	252
218	1340
218	702
218	206
218	169
218	8
218	1270
218	973
218	1489
218	893
218	1468
218	1271
218	1483
218	592
218	839
218	541
218	434
218	1395
218	163
218	1212
218	439
218	983
218	368
218	388
218	179
218	1290
218	1230
218	968
218	1293
218	327
218	945
218	1429
218	293
218	69
218	41
218	414
218	1339
218	253
218	1182
218	1403
218	354
218	126
218	628
218	920
218	970
218	765
218	512
218	1109
218	446
218	1360
218	518
218	657
218	283
657	1165
657	211
657	1465
657	103
657	498
657	355
657	1193
657	1016
657	755
657	250
657	428
657	1210
657	252
657	827
657	1141
657	1472
657	745
657	1298
657	704
657	48
657	608
657	541
657	531
657	20
657	128
657	131
657	927
657	714
657	293
657	771
657	204
657	728
657	269
657	42
657	1509
657	640
657	989
657	80
657	1149
657	864
657	518
657	283
657	1360
518	38
518	836
518	184
518	103
518	619
518	390
518	1263
518	1193
518	755
518	404
518	250
518	1236
518	1210
518	252
518	928
518	827
518	272
518	206
518	1114
518	893
518	745
518	1271
518	704
518	359
518	608
518	903
518	874
518	556
518	983
518	327
518	1099
518	176
518	705
518	313
518	198
518	685
518	679
518	26
518	1401
518	246
518	259
518	1317
518	393
518	283
518	1360
1360	38
1360	836
1360	1153
1360	184
1360	1072
1360	355
1360	210
1360	7
1360	1263
1360	1193
1360	397
1360	755
1360	404
1360	1016
1360	633
1360	1175
1360	428
1360	1236
1360	1361
1360	252
1360	380
1360	66
1360	1114
1360	973
1360	871
1360	893
1360	1483
1360	789
1360	1052
1360	1
1360	839
1360	48
1360	814
1360	1197
1360	983
1360	484
1360	229
1360	1368
1360	927
1360	1095
1360	945
1360	1429
1360	293
1360	176
1360	295
1360	705
1360	802
1360	320
1360	834
1360	664
1360	913
1360	1151
1360	167
1360	1109
1360	283
482	1360
482	657
482	117
482	518
482	283
482	218
482	390
482	7
482	1072
482	1019
482	175
482	1186
482	250
482	619
482	789
482	41
482	2
482	1293
482	514
482	1004
482	524
482	1196
482	1078
482	704
482	592
482	1009
482	184
482	510
482	102
482	440
482	489
482	1118
482	939
482	297
482	1161
482	411
283	1153
283	211
283	619
283	1193
283	397
283	404
283	250
283	1210
283	1340
283	871
283	1397
283	163
283	188
283	903
283	514
283	20
283	556
283	203
283	810
283	771
283	728
283	1067
283	253
283	850
283	929
283	1407
283	717
283	1154
352	518
352	117
352	218
352	283
352	657
352	1360
352	265
352	1288
352	197
352	43
352	349
352	440
352	1428
352	1132
352	1387
352	155
352	811
352	909
352	587
352	581
352	596
352	826
352	126
352	1401
352	534
352	1134
352	912
352	492
352	827
352	532
352	110
352	1398
352	121
352	36
352	1498
352	1468
352	1273
352	766
352	191
352	919
352	49
352	733
352	860
352	1277
352	914
352	481
352	443
352	674
352	978
352	905
1288	518
1288	218
1288	1360
1288	117
1288	49
1288	733
1288	482
1288	462
1288	582
1288	1428
1288	1308
1288	833
1288	623
1288	15
1288	12
1288	1414
1288	1283
1288	1496
1288	126
1288	912
1288	38
1288	836
1288	1270
1288	1099
1288	1279
1288	608
1288	850
1288	903
1288	698
1288	1266
1288	384
1288	355
1288	1468
1288	1404
1288	674
1288	43
1288	978
1288	905
1288	919
1288	265
1288	860
1288	1277
1288	914
1288	349
1288	481
1288	197
1288	443
1161	283
1161	218
1161	117
1161	518
1161	657
1161	175
1161	1186
1161	250
1161	633
1161	1175
1161	27
1161	912
1161	206
1161	477
1161	219
1161	1429
1161	1473
1161	939
1161	297
1161	411
1161	102
1161	440
1161	489
1161	1118
349	518
349	117
349	1360
349	218
349	443
349	43
349	914
349	489
349	1161
349	482
349	1118
349	1120
349	1448
349	1308
349	875
349	587
349	581
349	343
349	402
349	596
349	1496
349	427
349	126
349	431
349	980
349	769
349	1141
349	295
349	1429
349	107
349	414
349	698
349	406
349	240
349	1468
349	75
349	755
349	712
349	441
349	1347
349	49
349	733
349	860
349	1277
349	197
733	283
733	518
733	1360
733	218
733	657
733	117
733	1277
733	411
733	1161
733	1118
733	489
733	939
733	1132
733	1387
733	811
733	623
733	155
733	1510
733	529
733	1503
733	596
733	1362
733	724
733	720
733	1148
733	980
733	431
733	1484
733	1270
733	176
733	735
733	818
733	1237
733	370
733	163
733	184
733	670
733	592
733	269
