ari_before,ari_after,nmi_before,nmi_after,mu_lfr,seed,budget,evaluator
0.9499224142600572,0.8721263803735112,0.9458298512009894,0.8573039177296361,0.2,2,0.05,Q
0.9086059102985024,0.8179278596960368,0.9126529421395855,0.8214643336657528,0.2,2,0.05,CPM_0.05
0.4692590803412747,0.41867859960640136,0.6801589492462816,0.6445693989599479,0.2,2,0.05,CPM_0.1
0.9664507263788803,0.9545685117071454,0.968653431079294,0.9528972833151079,0.2,3,0.01,Q
0.9569000401879918,0.9442590498001165,0.9603575436496741,0.9462294520044244,0.2,3,0.01,CPM_0.05
0.6075021155606202,0.5370004531218898,0.7686067727596262,0.733271332322558,0.2,3,0.01,CPM_0.1
0.9664507263788803,0.9539652511136887,0.968653431079294,0.9503668544407425,0.2,3,0.03,Q
0.9569000401879918,0.928818315955463,0.9603575436496741,0.9310415365456924,0.2,3,0.03,CPM_0.05
0.6075021155606202,0.5915241445702943,0.7686067727596262,0.7644342838541944,0.2,3,0.03,CPM_0.1
0.9664507263788803,0.8730769446471917,0.968653431079294,0.917797537983962,0.2,3,0.05,Q
0.9569000401879918,0.8791439921428216,0.9603575436496741,0.8989395540845546,0.2,3,0.05,CPM_0.05
0.6075021155606202,0.5779801234159546,0.7686067727596262,0.7584713457892234,0.2,3,0.05,CPM_0.1
1.0,1.0,1.0,1.0,0.2,4,0.01,Q
0.951572480082533,0.951572480082533,0.9622112901229459,0.9622112901229459,0.2,4,0.01,CPM_0.05
0.5607256595575233,0.536509547148619,0.7364610392142007,0.7203307360264612,0.2,4,0.01,CPM_0.1
1.0,0.9650629706220499,1.0,0.9630620284588962,0.2,4,0.03,Q
0.951572480082533,0.9244230163474951,0.9622112901229459,0.9322789924195154,0.2,4,0.03,CPM_0.05
0.5607256595575233,0.49579618343903353,0.7364610392142007,0.6655341984818407,0.2,4,0.03,CPM_0.1
1.0,0.9260406464495945,1.0,0.9196399200508123,0.2,4,0.05,Q
0.951572480082533,0.906297066746521,0.9622112901229459,0.9030428262928749,0.2,4,0.05,CPM_0.05
0.5607256595575233,0.5487903018250617,0.7364610392142007,0.6869611518711338,0.2,4,0.05,CPM_0.1
0.8814207956007395,0.8915548548038136,0.8807774090971142,0.8842401403134511,0.3,0,0.01,Q
0.8984311284471314,0.8319578002513682,0.9022019344755055,0.858879401632083,0.3,0,0.01,CPM_0.05
0.48038561498566335,0.46575549757919565,0.6824499080545483,0.6627043797600921,0.3,0,0.01,CPM_0.1
0.8814207956007395,0.8314817238334925,0.8807774090971142,0.8327088573707236,0.3,0,0.03,Q
0.8984311284471314,0.7715050317736076,0.9022019344755055,0.8112687724684304,0.3,0,0.03,CPM_0.05
0.48038561498566335,0.4236997120618372,0.6824499080545483,0.6282865572707571,0.3,0,0.03,CPM_0.1
0.8814207956007395,0.7902691521772348,0.8807774090971142,0.8056768168432878,0.3,0,0.05,Q
0.8984311284471314,0.7729849656733616,0.9022019344755055,0.8107065031484985,0.3,0,0.05,CPM_0.05
